item,element,year,value,unit
Maize (corn),Production,1965,3048.0,t
"Mangoes, guavas and mangosteens",Area harvested,1965,38000.0,ha
"Mangoes, guavas and mangosteens",Yield,1965,12631.6,kg/ha
"Mangoes, guavas and mangosteens",Production,1965,480000.0,t
"Meat of buffalo, fresh or chilled",Yield/Carcass Weight,1965,73.0,kg/An
"Meat of buffalo, fresh or chilled",Production,1965,2300.0,t
"Meat of buffalo, fresh or chilled",Producing Animals/Slaughtered,1965,31500.0,An
"Meat of cattle with the bone, fresh or chilled",Yield/Carcass Weight,1965,56.0,kg/An
"Meat of cattle with the bone, fresh or chilled",Production,1965,125100.0,t
"Meat of cattle with the bone, fresh or chilled",Producing Animals/Slaughtered,1965,2234000.0,An
"Meat of chickens, fresh or chilled",Yield/Carcass Weight,1965,727.0,g/An
"Meat of chickens, fresh or chilled",Production,1965,26900.0,t
"Meat of chickens, fresh or chilled",Producing Animals/Slaughtered,1965,37000.0,1000 An
"Meat of ducks, fresh or chilled",Yield/Carcass Weight,1965,1000.0,g/An
"Meat of ducks, fresh or chilled",Production,1965,10000.0,t
"Meat of ducks, fresh or chilled",Producing Animals/Slaughtered,1965,10000.0,1000 An
"Meat of goat, fresh or chilled",Yield/Carcass Weight,1965,7.0,kg/An
"Meat of goat, fresh or chilled",Production,1965,32000.0,t
"Meat of goat, fresh or chilled",Producing Animals/Slaughtered,1965,4575000.0,An
"Meat of sheep, fresh or chilled",Yield/Carcass Weight,1965,6.0,kg/An
"Meat of sheep, fresh or chilled",Production,1965,900.0,t
"Meat of sheep, fresh or chilled",Producing Animals/Slaughtered,1965,150000.0,An
Millet,Area harvested,1965,53000.0,ha
Millet,Yield,1965,958.5,kg/ha
Millet,Production,1965,50800.0,t
Molasses,Production,1965,36580.0,t
Oil of linseed,Production,1965,2931.7,t
Oil of sesame seed,Production,1965,9238.53,t
"Onions and shallots, dry (excluding dehydrated)",Area harvested,1965,27500.0,ha
"Onions and shallots, dry (excluding dehydrated)",Yield,1965,5280.0,kg/ha
"Onions and shallots, dry (excluding dehydrated)",Production,1965,145200.0,t
Oranges,Area harvested,1965,1250.0,ha
Oranges,Yield,1965,4000.0,kg/ha
Oranges,Production,1965,5000.0,t
"Other beans, green",Area harvested,1965,4251.0,ha
"Other beans, green",Yield,1965,4175.5,kg/ha
"Other beans, green",Production,1965,17750.0,t
Other berries and fruits of the genus vaccinium n.e.c.,Area harvested,1965,600.0,ha
Other berries and fruits of the genus vaccinium n.e.c.,Yield,1965,5000.0,kg/ha
Other berries and fruits of the genus vaccinium n.e.c.,Production,1965,3000.0,t
"Other fibre crops, raw, n.e.c.",Area harvested,1965,1100.0,ha
"Other fibre crops, raw, n.e.c.",Yield,1965,909.1,kg/ha
"Other fibre crops, raw, n.e.c.",Production,1965,1000.0,t
"Other fruits, n.e.c.",Area harvested,1965,9000.0,ha
"Other fruits, n.e.c.",Yield,1965,6666.7,kg/ha
"Other fruits, n.e.c.",Production,1965,60000.0,t
"Other meat of mammals, fresh or chilled",Production,1965,4800.0,t
"Other oil seeds, n.e.c.",Area harvested,1965,4856.0,ha
"Other oil seeds, n.e.c.",Yield,1965,418.5,kg/ha
"Other oil seeds, n.e.c.",Production,1965,2032.0,t
Other pulses n.e.c.,Area harvested,1965,142046.0,ha
Other pulses n.e.c.,Yield,1965,743.9,kg/ha
Other pulses n.e.c.,Production,1965,105664.0,t
"Other stimulant, spice and aromatic crops, n.e.c.",Area harvested,1965,12900.0,ha
"Other stimulant, spice and aromatic crops, n.e.c.",Yield,1965,3232.6,kg/ha
"Other stimulant, spice and aromatic crops, n.e.c.",Production,1965,41700.0,t
Other sugar crops n.e.c.,Area harvested,1965,10500.0,ha
Other sugar crops n.e.c.,Yield,1965,37142.9,kg/ha
Other sugar crops n.e.c.,Production,1965,390000.0,t
"Other tropical fruits, n.e.c.",Area harvested,1965,17000.0,ha
"Other tropical fruits, n.e.c.",Yield,1965,9176.5,kg/ha
"Other tropical fruits, n.e.c.",Production,1965,156000.0,t
"Other vegetables, fresh n.e.c.",Area harvested,1965,73881.0,ha
"Other vegetables, fresh n.e.c.",Yield,1965,5534.6,kg/ha
"Other vegetables, fresh n.e.c.",Production,1965,408903.0,t
Papayas,Area harvested,1965,2200.0,ha
Papayas,Yield,1965,8636.4,kg/ha
Papayas,Production,1965,19000.0,t
"Peas, dry",Area harvested,1965,50000.0,ha
"Peas, dry",Yield,1965,660.0,kg/ha
"Peas, dry",Production,1965,33000.0,t
"Pigeon peas, dry",Area harvested,1965,3642.0,ha
"Pigeon peas, dry",Yield,1965,836.9,kg/ha
"Pigeon peas, dry",Production,1965,3048.0,t
Pineapples,Area harvested,1965,7700.0,ha
Pineapples,Yield,1965,5865.2,kg/ha
Pineapples,Production,1965,45162.0,t
Pomelos and grapefruits,Area harvested,1965,600.0,ha
Pomelos and grapefruits,Yield,1965,4166.7,kg/ha
Pomelos and grapefruits,Production,1965,2500.0,t
Potatoes,Area harvested,1965,55442.0,ha
Potatoes,Yield,1965,7238.6,kg/ha
Potatoes,Production,1965,401320.0,t
"Pumpkins, squash and gourds",Area harvested,1965,15052.0,ha
"Pumpkins, squash and gourds",Yield,1965,6289.3,kg/ha
"Pumpkins, squash and gourds",Production,1965,94666.0,t
Rape or colza seed,Area harvested,1965,185753.0,ha
Rape or colza seed,Yield,1965,492.3,kg/ha
Rape or colza seed,Production,1965,91440.0,t
"Rapeseed or canola oil, crude",Production,1965,46792.14,t
Raw cane or beet sugar (centrifugal only),Production,1965,81500.0,t
Raw hides and skins of buffaloes,Yield/Carcass Weight,1965,29.0,kg/An
Raw hides and skins of buffaloes,Production,1965,910.42,t
Raw hides and skins of buffaloes,Producing Animals/Slaughtered,1965,31500.0,An
Raw hides and skins of cattle,Yield/Carcass Weight,1965,9.0,kg/An
Raw hides and skins of cattle,Production,1965,20940.65,t
Raw hides and skins of cattle,Producing Animals/Slaughtered,1965,2234000.0,An
Raw hides and skins of goats or kids,Yield/Carcass Weight,1965,2.0,kg/An
Raw hides and skins of goats or kids,Production,1965,9142.86,t
Raw hides and skins of goats or kids,Producing Animals/Slaughtered,1965,4575000.0,An
Raw hides and skins of sheep or lambs,Yield/Carcass Weight,1965,1.0,kg/An
Raw hides and skins of sheep or lambs,Production,1965,174.26,t
Raw hides and skins of sheep or lambs,Producing Animals/Slaughtered,1965,150000.0,An
Raw milk of buffalo,Yield/Carcass Weight,1965,400.0,kg/An
Raw milk of buffalo,Production,1965,18000.0,t
Raw milk of buffalo,Milk Animals,1965,45000.0,An
Raw milk of cattle,Yield/Carcass Weight,1965,250.0,kg/An
Raw milk of cattle,Production,1965,620000.0,t
Raw milk of cattle,Milk Animals,1965,2480000.0,An
Raw milk of goats,Yield/Carcass Weight,1965,80.0,kg/An
Raw milk of goats,Production,1965,351360.0,t
Raw milk of goats,Milk Animals,1965,4392000.0,An
Raw milk of sheep,Yield/Carcass Weight,1965,70.0,kg/An
Raw milk of sheep,Production,1965,15120.0,t
Raw milk of sheep,Milk Animals,1965,216000.0,An
Rice,Area harvested,1965,9360480.0,ha
Rice,Yield,1965,1682.7,kg/ha
Rice,Production,1965,15750540.0,t
"Seed cotton, unginned",Area harvested,1965,14974.0,ha
"Seed cotton, unginned",Yield,1965,610.7,kg/ha
"Seed cotton, unginned",Production,1965,9144.0,t
Sesame seed,Area harvested,1965,50182.0,ha
Sesame seed,Yield,1965,485.9,kg/ha
Sesame seed,Production,1965,24384.0,t
Sheep,Stocks,1965,600000.0,An
"Sheep fat, unrendered",Production,1965,61.28,t
"Sheep fat, unrendered",Producing Animals/Slaughtered,1965,150000.0,An
"Shorn wool, greasy, including fleece-washed shorn wool",Production,1965,900.0,t
Skim milk of cows,Production,1965,223468.0,t
Sorghum,Area harvested,1965,809.0,ha
Sorghum,Yield,1965,1255.9,kg/ha
Sorghum,Production,1965,1016.0,t
Spinach,Area harvested,1965,1450.0,ha
Spinach,Yield,1965,4551.7,kg/ha
Spinach,Production,1965,6600.0,t
Sugar cane,Area harvested,1965,144070.0,ha
Sugar cane,Yield,1965,43941.8,kg/ha
Sugar cane,Production,1965,6330696.0,t
Sweet potatoes,Area harvested,1965,46000.0,ha
Sweet potatoes,Yield,1965,9565.2,kg/ha
Sweet potatoes,Production,1965,440000.0,t
"Tangerines, mandarins, clementines",Area harvested,1965,5000.0,ha
"Tangerines, mandarins, clementines",Yield,1965,4000.0,kg/ha
"Tangerines, mandarins, clementines",Production,1965,20000.0,t
Tea leaves,Area harvested,1965,38000.0,ha
Tea leaves,Yield,1965,699.8,kg/ha
Tea leaves,Production,1965,26592.0,t
Tomatoes,Area harvested,1965,8043.0,ha
Tomatoes,Yield,1965,6865.7,kg/ha
Tomatoes,Production,1965,55221.0,t
Unmanufactured tobacco,Area harvested,1965,41700.0,ha
Unmanufactured tobacco,Yield,1965,652.3,kg/ha
Unmanufactured tobacco,Production,1965,27200.0,t
Wheat,Area harvested,1965,53419.0,ha
Wheat,Yield,1965,646.7,kg/ha
Wheat,Production,1965,34544.0,t
"Beef and Buffalo Meat, primary",Yield/Carcass Weight,1965,56.0,kg/An
"Beef and Buffalo Meat, primary",Production,1965,127400.0,t
"Beef and Buffalo Meat, primary",Producing Animals/Slaughtered,1965,2265500.0,An
Butter and Ghee,Production,1965,10050.0,t
Cattle and Buffaloes,Stocks,1965,23000000.0,An
"Cereals, primary",Area harvested,1965,9492394.0,ha
"Cereals, primary",Yield,1965,1670.0,kg/ha
"Cereals, primary",Production,1965,15852140.0,t
Cheese (All Kinds),Production,1965,780.0,t
"Citrus Fruit, Total",Area harvested,1965,7650.0,ha
"Citrus Fruit, Total",Yield,1965,3856.2,kg/ha
"Citrus Fruit, Total",Production,1965,29500.0,t
Eggs Primary,Yield/Carcass Weight,1965,2231.0,g/An
Eggs Primary,Production,1965,38600.0,t
Eggs Primary,Laying,1965,17300.0,1000 An
"Fibre Crops, Fibre Equivalent",Area harvested,1965,952774.0,ha
"Fibre Crops, Fibre Equivalent",Yield,1965,1446.3,kg/ha
"Fibre Crops, Fibre Equivalent",Production,1965,1377960.4,t
Fruit Primary,Area harvested,1965,128650.0,ha
Fruit Primary,Yield,1965,11756.4,kg/ha
Fruit Primary,Production,1965,1512462.0,t
"Meat, Poultry",Yield/Carcass Weight,1965,785.0,g/An
"Meat, Poultry",Production,1965,36900.0,t
"Meat, Poultry",Producing Animals/Slaughtered,1965,47000.0,1000 An
"Meat, Total",Production,1965,202000.0,t
"Milk, Total",Yield/Carcass Weight,1965,141.0,kg/An
"Milk, Total",Production,1965,1004480.0,t
"Milk, Total",Milk Animals,1965,7133000.0,An
"Oilcrops, Cake Equivalent",Area harvested,1965,308330.0,ha
"Oilcrops, Cake Equivalent",Yield,1965,290.1,kg/ha
"Oilcrops, Cake Equivalent",Production,1965,89450.69,t
"Oilcrops, Oil Equivalent",Area harvested,1965,308735.0,ha
"Oilcrops, Oil Equivalent",Yield,1965,211.9,kg/ha
"Oilcrops, Oil Equivalent",Production,1965,65407.68,t
Poultry Birds,Stocks,1965,47500.0,1000 An
"Pulses, Total",Area harvested,1965,381036.0,ha
"Pulses, Total",Yield,1965,715.9,kg/ha
"Pulses, Total",Production,1965,272776.0,t
"Roots and Tubers, Total",Area harvested,1965,101442.0,ha
"Roots and Tubers, Total",Yield,1965,8293.6,kg/ha
"Roots and Tubers, Total",Production,1965,841320.0,t
Sheep and Goat Meat,Yield/Carcass Weight,1965,7.0,kg/An
Sheep and Goat Meat,Production,1965,32900.0,t
Sheep and Goat Meat,Producing Animals/Slaughtered,1965,4725000.0,An
Sheep and Goats,Stocks,1965,9750000.0,An
Sugar Crops Primary,Area harvested,1965,154570.0,ha
Sugar Crops Primary,Yield,1965,43480.0,kg/ha
Sugar Crops Primary,Production,1965,6720696.0,t
Vegetables Primary,Area harvested,1965,164850.0,ha
Vegetables Primary,Yield,1965,5494.1,kg/ha
Vegetables Primary,Production,1965,905700.0,t
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Production,1966,300.0,t
Areca nuts,Area harvested,1966,44900.0,ha
Areca nuts,Yield,1966,543.1,kg/ha
Areca nuts,Production,1966,24385.0,t
Bananas,Area harvested,1966,42100.0,ha
Bananas,Yield,1966,18052.3,kg/ha
Bananas,Production,1966,760000.0,t
Barley,Area harvested,1966,21900.0,ha
Barley,Yield,1966,557.1,kg/ha
Barley,Production,1966,12200.0,t
"Beans, dry",Area harvested,1966,78915.0,ha
"Beans, dry",Yield,1966,772.5,kg/ha
"Beans, dry",Production,1966,60960.0,t
Buffalo,Stocks,1966,650000.0,An
"Buffalo fat, unrendered",Production,1966,115.0,t
"Buffalo fat, unrendered",Producing Animals/Slaughtered,1966,32500.0,An
Butter of cow milk,Production,1966,470.0,t
Cabbages,Area harvested,1966,5705.0,ha
Cabbages,Yield,1966,6751.1,kg/ha
Cabbages,Production,1966,38515.0,t
Cantaloupes and other melons,Area harvested,1966,6000.0,ha
Cantaloupes and other melons,Yield,1966,16666.7,kg/ha
Cantaloupes and other melons,Production,1966,100000.0,t
Castor oil seeds,Area harvested,1966,405.0,ha
Castor oil seeds,Yield,1966,501.2,kg/ha
Castor oil seeds,Production,1966,203.0,t
Cattle,Stocks,1966,23500000.0,An
"Cattle fat, unrendered",Production,1966,4255.43,t
"Cattle fat, unrendered",Producing Animals/Slaughtered,1966,2330000.0,An
Cauliflowers and broccoli,Area harvested,1966,5363.0,ha
Cauliflowers and broccoli,Yield,1966,5921.7,kg/ha
Cauliflowers and broccoli,Production,1966,31758.0,t
Cheese from whole cow milk,Production,1966,830.0,t
"Chick peas, dry",Area harvested,1966,54600.0,ha
"Chick peas, dry",Yield,1966,800.4,kg/ha
"Chick peas, dry",Production,1966,43700.0,t
Chickens,Stocks,1966,45000.0,1000 An
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Area harvested,1966,77700.0,ha
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Yield,1966,679.5,kg/ha
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Production,1966,52800.0,t
Coconut oil,Production,1966,10030.34,t
"Coconuts, in shell",Area harvested,1966,36800.0,ha
"Coconuts, in shell",Yield,1966,2512.5,kg/ha
"Coconuts, in shell",Production,1966,92461.0,t
"Coir, raw",Production,1966,11825.0,t
"Cotton lint, ginned",Production,1966,2700.0,t
Cotton seed,Production,1966,5400.0,t
Cottonseed oil,Production,1966,717.15,t
Cucumbers and gherkins,Area harvested,1966,2510.0,ha
Cucumbers and gherkins,Yield,1966,5114.7,kg/ha
Cucumbers and gherkins,Production,1966,12838.0,t
Ducks,Stocks,1966,11500.0,1000 An
"Edible offal of buffalo, fresh, chilled or frozen",Production,1966,500.0,t
"Edible offal of buffalo, fresh, chilled or frozen",Producing Animals/Slaughtered,1966,32500.0,An
"Edible offal of cattle, fresh, chilled or frozen",Production,1966,26100.0,t
"Edible offal of cattle, fresh, chilled or frozen",Producing Animals/Slaughtered,1966,2330000.0,An
"Edible offal of goat, fresh, chilled or frozen",Production,1966,8200.0,t
"Edible offal of goat, fresh, chilled or frozen",Producing Animals/Slaughtered,1966,4100000.0,An
"Edible offal of sheep, fresh, chilled or frozen",Production,1966,137.74,t
"Edible offal of sheep, fresh, chilled or frozen",Producing Animals/Slaughtered,1966,138000.0,An
"Eggs from other birds in shell, fresh, n.e.c.",Yield,1966,74.0,No/An
"Eggs from other birds in shell, fresh, n.e.c.",Yield/Carcass Weight,1966,3534.0,g/An
"Eggs from other birds in shell, fresh, n.e.c.",Production,1966,20500.0,t
"Eggs from other birds in shell, fresh, n.e.c.",Production,1966,427000.0,1000 No
"Eggs from other birds in shell, fresh, n.e.c.",Laying,1966,5800.0,1000 An
Ghee from buffalo milk,Production,1966,402.0,t
Ghee from cow milk,Production,1966,9400.0,t
"Ginger, raw",Area harvested,1966,4400.0,ha
"Ginger, raw",Yield,1966,6818.2,kg/ha
"Ginger, raw",Production,1966,30000.0,t
"Goat fat, unrendered",Production,1966,2108.57,t
"Goat fat, unrendered",Producing Animals/Slaughtered,1966,4100000.0,An
Goats,Stocks,1966,8200000.0,An
Green garlic,Area harvested,1966,13800.0,ha
Green garlic,Yield,1966,3681.2,kg/ha
Green garlic,Production,1966,50800.0,t
Groundnut oil,Production,1966,5304.09,t
"Groundnuts, excluding shelled",Area harvested,1966,16600.0,ha
"Groundnuts, excluding shelled",Yield,1966,1469.9,kg/ha
"Groundnuts, excluding shelled",Production,1966,24400.0,t
"Hen eggs in shell, fresh",Yield,1966,35.0,No/An
"Hen eggs in shell, fresh",Yield/Carcass Weight,1966,1644.0,g/An
"Hen eggs in shell, fresh",Production,1966,24000.0,t
"Hen eggs in shell, fresh",Production,1966,514400.0,1000 No
"Hen eggs in shell, fresh",Laying,1966,14600.0,1000 An
"Jute, raw or retted",Area harvested,1966,876200.0,ha
"Jute, raw or retted",Yield,1966,1433.1,kg/ha
"Jute, raw or retted",Production,1966,1255680.0,t
"Kenaf, and other textile bast fibres, raw or retted",Area harvested,1966,23500.0,ha
"Kenaf, and other textile bast fibres, raw or retted",Yield,1966,1112.3,kg/ha
"Kenaf, and other textile bast fibres, raw or retted",Production,1966,26140.0,t
Lemons and limes,Area harvested,1966,1500.0,ha
Lemons and limes,Yield,1966,2666.7,kg/ha
Lemons and limes,Production,1966,4000.0,t
"Lentils, dry",Area harvested,1966,68000.0,ha
"Lentils, dry",Yield,1966,686.8,kg/ha
"Lentils, dry",Production,1966,46700.0,t
Lettuce and chicory,Area harvested,1966,11000.0,ha
Lettuce and chicory,Yield,1966,5727.3,kg/ha
Lettuce and chicory,Production,1966,63000.0,t
Linseed,Area harvested,1966,21900.0,ha
Linseed,Yield,1966,415.5,kg/ha
Linseed,Production,1966,9100.0,t
Maize (corn),Area harvested,1966,3600.0,ha
Maize (corn),Yield,1966,833.3,kg/ha
Maize (corn),Production,1966,3000.0,t
"Mangoes, guavas and mangosteens",Area harvested,1966,38000.0,ha
"Mangoes, guavas and mangosteens",Yield,1966,13026.3,kg/ha
"Mangoes, guavas and mangosteens",Production,1966,495000.0,t
"Meat of buffalo, fresh or chilled",Yield/Carcass Weight,1966,74.0,kg/An
"Meat of buffalo, fresh or chilled",Production,1966,2400.0,t
"Meat of buffalo, fresh or chilled",Producing Animals/Slaughtered,1966,32500.0,An
"Meat of cattle with the bone, fresh or chilled",Yield/Carcass Weight,1966,56.0,kg/An
"Meat of cattle with the bone, fresh or chilled",Production,1966,130500.0,t
"Meat of cattle with the bone, fresh or chilled",Producing Animals/Slaughtered,1966,2330000.0,An
"Meat of chickens, fresh or chilled",Yield/Carcass Weight,1966,729.0,g/An
"Meat of chickens, fresh or chilled",Production,1966,32800.0,t
"Meat of chickens, fresh or chilled",Producing Animals/Slaughtered,1966,45000.0,1000 An
"Meat of ducks, fresh or chilled",Yield/Carcass Weight,1966,1000.0,g/An
"Meat of ducks, fresh or chilled",Production,1966,11000.0,t
"Meat of ducks, fresh or chilled",Producing Animals/Slaughtered,1966,11000.0,1000 An
"Meat of goat, fresh or chilled",Yield/Carcass Weight,1966,7.0,kg/An
"Meat of goat, fresh or chilled",Production,1966,28700.0,t
"Meat of goat, fresh or chilled",Producing Animals/Slaughtered,1966,4100000.0,An
"Meat of sheep, fresh or chilled",Yield/Carcass Weight,1966,6.0,kg/An
"Meat of sheep, fresh or chilled",Production,1966,830.0,t
"Meat of sheep, fresh or chilled",Producing Animals/Slaughtered,1966,138000.0,An
Millet,Area harvested,1966,52200.0,ha
Millet,Yield,1966,953.8,kg/ha
Millet,Production,1966,49786.0,t
Molasses,Production,1966,37590.0,t
Oil of linseed,Production,1966,2965.55,t
Oil of sesame seed,Production,1966,10427.6,t
"Onions and shallots, dry (excluding dehydrated)",Area harvested,1966,28300.0,ha
"Onions and shallots, dry (excluding dehydrated)",Yield,1966,5314.5,kg/ha
"Onions and shallots, dry (excluding dehydrated)",Production,1966,150400.0,t
Oranges,Area harvested,1966,1000.0,ha
Oranges,Yield,1966,4000.0,kg/ha
Oranges,Production,1966,4000.0,t
"Other beans, green",Area harvested,1966,4222.0,ha
"Other beans, green",Yield,1966,4321.2,kg/ha
"Other beans, green",Production,1966,18244.0,t
Other berries and fruits of the genus vaccinium n.e.c.,Area harvested,1966,800.0,ha
Other berries and fruits of the genus vaccinium n.e.c.,Yield,1966,4625.0,kg/ha
Other berries and fruits of the genus vaccinium n.e.c.,Production,1966,3700.0,t
"Other fibre crops, raw, n.e.c.",Area harvested,1966,900.0,ha
"Other fibre crops, raw, n.e.c.",Yield,1966,944.4,kg/ha
"Other fibre crops, raw, n.e.c.",Production,1966,850.0,t
"Other fruits, n.e.c.",Area harvested,1966,9000.0,ha
"Other fruits, n.e.c.",Yield,1966,6666.7,kg/ha
"Other fruits, n.e.c.",Production,1966,60000.0,t
"Other meat of mammals, fresh or chilled",Production,1966,5000.0,t
"Other oil seeds, n.e.c.",Area harvested,1966,4856.0,ha
"Other oil seeds, n.e.c.",Yield,1966,418.5,kg/ha
"Other oil seeds, n.e.c.",Production,1966,2032.0,t
Other pulses n.e.c.,Area harvested,1966,150100.0,ha
Other pulses n.e.c.,Yield,1966,676.9,kg/ha
Other pulses n.e.c.,Production,1966,101600.0,t
"Other stimulant, spice and aromatic crops, n.e.c.",Area harvested,1966,13400.0,ha
